beta_peakf_lfp0,beta_peakf_lfp2,beta_power_lfp0,beta_power_lfp2,power_diff,power_ratio,hb_lfp0,hb_lfp2,skewness_lfp0,skewness_lfp2,kurtosis_lfp0,kurtosis_lfp2,sh_entropy_lfp0,sh_entropy_lfp2,beta_band_coherence,mean_bbd_lfp0,mean_bbd_lfp2,beta_power_asymmetry,pac_lfp0,pac_lfp2,beta_power_stab_lfp0,beta_power_stab_lfp2,cfc_lfp0,cfc_lfp2,motor_score
22.0315978934738,14.2155856276248,10.3063365399184,3.53306835370568,-6.77326818621275,0.342805451774394,0.498136056996864,0.491979666015523,-0.0579241441070397,-0.0470277269671446,0.490869162080884,0.346398454850999,5.6810988387469,5.63182917445714,0.156163010885756,0.0058176217339667,0.0061677631578947,-0.489419034870006,0.0003355742668109,0.0003150698595518,1.31743698595556,0.35522994111866,0.168406403501862,0.057127309403655,83.108823687768
27.1512565828945,17.9358709419372,33.1701360902907,13.9451938835101,-19.2249422067807,0.42041412931049,0.581697267434083,0.446250939780564,-0.0574194160228915,-0.0022737108552679,0.602325834513461,0.170462225607086,5.65367170916053,5.53816529675808,0.146288533331537,0.0049959367612293,0.006865234375,-0.408040062915213,0.000286720933306,0.0003868639281954,3.29852913271516,2.20122560202327,0.234404862757058,0.125485746184486,96.4585924632475
15.7685487634158,14.7446170255316,8.83735065234447,2.35803052642618,-6.47932012591829,0.266825502256224,0.478597462553373,0.47917321357258,-0.0392761170644847,-0.0433097436935443,0.758270259325063,0.0099058321112268,5.4169759521458,5.78986039671171,0.146501919536481,0.0066071428571428,0.005760063559322,-0.578749398743543,0.0002450242110776,0.0001918718161286,4.02278177996748,0.0840286556040353,0.0734326775669891,0.0296588340343606,148.599055881935
27.953336444237,16.2122525164989,10.9994504748984,3.82703414368594,-7.17241633121249,0.347929576338338,0.538727583448398,0.483529737654528,-0.065004145436917,0.0394801656058447,0.451676833445169,0.204431170955534,5.46676088386134,5.63325602605489,0.142263130837022,0.0054024512614678,0.0058817219679633,-0.483757041249155,0.0001632518459279,0.0006715653112513,2.215427525945,0.303449922103034,0.0893240662237972,0.0696696775289715,126.365802701272
15.2736484234384,15.0688620758616,8.86370797736024,5.99621241544436,-2.86749556191588,0.676490293989822,0.506189377958994,0.482050784854412,-0.0182050835132942,-0.0095937602473592,0.817764626585099,0.57577932272599,5.57457661460977,5.59360569604901,0.157079154291729,0.0061317966903073,0.0063749206852791,-0.192968433619898,0.0003260871756546,0.0003255126107586,4.0213804925677,1.50663686755793,0.0861107347792632,0.0815572614843045,105.526208367381
16.7071528564762,15.17125524965,5.92912633731005,4.15479428021151,-1.77433205709854,0.700743084873525,0.512325166051029,0.514655516318678,-0.0077079463049352,-0.0613380811264256,0.516192296331594,0.798920681484856,5.49788604607325,5.40510963916154,0.14499645604266,0.0056525735294117,0.005594937648456,-0.175956567331114,0.0003345273978155,0.000458407169632,0.865809097021898,0.66848444870257,0.096672473430534,0.0935016433761015,88.0040084532215
15.8026798213452,15.6320245316979,9.49342642618891,4.81467500257488,-4.67875142361403,0.507158826163433,0.508217114813813,0.497707618767216,0.0015150220029026,0.0393495686182247,0.571934493430084,0.479461434447184,5.60543171767516,5.59658224540368,0.164858645663237,0.0059159873188405,0.0060806650246305,-0.327000157701445,0.0002045349655369,0.0004136957886528,2.2749505574573,0.394113067128085,0.0843666086700268,0.0750982315479242,108.620411933639
26.2979801346577,14.4545030331311,10.574302093391,2.70330516117397,-7.87099693221701,0.255648565484388,0.524678636234006,0.477394009824229,-0.0405619221979683,-0.0767348176310293,0.380769187609094,0.95413666059149,5.69505854020833,5.39898062058346,0.160860907371059,0.0055407801418439,0.0065576990223463,-0.592802361247046,0.0001280334293961,0.0004258276956782,1.26168248915554,0.308794898684919,0.103729284604923,0.0519990358905534,116.611488298399
15.5466968868742,16.2463835744284,7.91430544984564,3.96008741610479,-3.95421803374085,0.500370808430451,0.496453182409932,0.486557481207207,-0.0145660757330771,0.0023914422221894,0.527713613384369,0.311529438774985,5.49021157447841,5.64355611714001,0.164395808407822,0.0058032800261096,0.0061856617647058,-0.333003807300286,0.0003478496978102,0.0005150198258614,1.87954622533596,0.744686991722302,0.121942640383219,0.0830497252774951,87.4228459047904
16.1951869875342,14.1814545696954,10.6877525900864,5.09052677279539,-5.59722581729099,0.476295341783753,0.526139975087174,0.47818214069939,-0.0266661540050552,0.0583207293714936,0.268881523805981,0.977904086152173,5.57182671678215,5.45674017104319,0.16234187969329,0.0052742979074889,0.0063989122928176,-0.354742471505379,0.0006182510638467,0.0002562825030375,0.662059149632151,0.981155668361433,0.0949891490028453,0.0909225083480188,99.0044919715543
